airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,price
Multiple carriers,2019-03-09,Delhi,Cochin,15:15:00,01:35:00,620,1,15200
SpiceJet,2019-06-21,Kolkata,Banglore,22:20:00,00:40:00,140,0,3873
Air India,2019-04-01,Banglore,Delhi,17:00:00,19:45:00,165,0,5176
Jet Airways,2019-04-21,Banglore,Delhi,06:00:00,08:45:00,165,0,4544
IndiGo,2019-05-01,Banglore,Delhi,00:30:00,03:25:00,175,0,4284
IndiGo,2019-03-09,Chennai,Kolkata,17:05:00,19:40:00,155,0,6297
IndiGo,2019-04-12,Banglore,Delhi,20:00:00,22:50:00,170,0,4990
Air India,2019-06-09,Delhi,Cochin,22:00:00,19:15:00,1275,2,10441
IndiGo,2019-05-01,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,4575
Jet Airways,2019-03-09,Delhi,Cochin,13:55:00,04:25:00,870,2,17229
IndiGo,2019-05-01,Delhi,Cochin,21:50:00,03:35:00,345,1,6349
Vistara,2019-06-09,Kolkata,Banglore,07:10:00,09:05:00,1555,1,9397
SpiceJet,2019-06-01,Kolkata,Banglore,06:55:00,09:30:00,155,0,3873
IndiGo,2019-06-27,Kolkata,Banglore,11:30:00,14:05:00,155,0,4804
Jet Airways,2019-06-03,Delhi,Cochin,22:50:00,04:25:00,335,1,10262
IndiGo,2019-03-27,Kolkata,Banglore,15:20:00,17:55:00,155,0,5198
IndiGo,2019-03-06,Delhi,Cochin,05:05:00,10:05:00,300,1,7894
Jet Airways,2019-05-09,Delhi,Cochin,11:30:00,04:25:00,1015,1,12373
GoAir,2019-05-01,Banglore,Delhi,07:45:00,10:40:00,175,0,3898
Multiple carriers,2019-06-01,Delhi,Cochin,07:30:00,19:00:00,690,1,11200
IndiGo,2019-06-01,Banglore,Delhi,04:00:00,06:50:00,170,0,3943
Air India,2019-05-06,Kolkata,Banglore,07:00:00,10:30:00,1650,3,13007
IndiGo,2019-03-09,Delhi,Cochin,05:05:00,10:05:00,300,1,8147
IndiGo,2019-06-09,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,4049
Air India,2019-06-15,Banglore,Delhi,21:05:00,23:55:00,170,0,5228
Jet Airways,2019-05-21,Delhi,Cochin,17:30:00,12:35:00,1145,1,12898
IndiGo,2019-03-21,Delhi,Cochin,16:10:00,22:20:00,370,1,6528
Multiple carriers,2019-05-15,Delhi,Cochin,14:00:00,21:00:00,420,1,13727
Air Asia,2019-04-27,Delhi,Cochin,16:45:00,07:10:00,865,1,6451
Multiple carriers,2019-03-09,Delhi,Cochin,08:40:00,19:45:00,665,1,18492
Jet Airways,2019-06-12,Delhi,Cochin,05:30:00,19:00:00,810,2,11507
Multiple carriers,2019-06-09,Delhi,Cochin,02:15:00,11:30:00,555,1,13587
Multiple carriers,2019-06-12,Delhi,Cochin,08:00:00,19:00:00,660,1,12192
Multiple carriers,2019-03-21,Delhi,Cochin,06:40:00,18:50:00,730,1,13568
Jet Airways,2019-05-27,Delhi,Cochin,08:00:00,19:00:00,660,1,12239
SpiceJet,2019-04-01,Kolkata,Banglore,22:20:00,00:40:00,140,0,3841
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,18:00:00,1295,1,14151
Multiple carriers,2019-06-27,Delhi,Cochin,08:45:00,19:00:00,615,1,11789
Jet Airways,2019-06-27,Delhi,Cochin,21:50:00,04:25:00,395,1,16079
IndiGo,2019-05-27,Delhi,Cochin,15:00:00,01:30:00,630,1,6628
IndiGo,2019-06-27,Delhi,Cochin,20:25:00,01:30:00,305,1,5054
Jet Airways,2019-03-03,Delhi,Cochin,05:40:00,04:25:00,1365,2,19266
Jet Airways,2019-05-21,Kolkata,Banglore,16:30:00,22:35:00,365,1,14781
IndiGo,2019-05-12,Banglore,Delhi,07:10:00,10:05:00,175,0,4823
Air India,2019-05-01,Kolkata,Banglore,09:10:00,21:50:00,760,2,12009
Jet Airways,2019-04-09,Banglore,Delhi,07:10:00,10:10:00,180,0,4544
Multiple carriers,2019-03-03,Delhi,Cochin,04:00:00,11:30:00,450,1,14973
Air India,2019-06-24,Delhi,Cochin,07:05:00,09:25:00,1580,2,11185
Air India,2019-05-21,Kolkata,Banglore,08:20:00,20:25:00,725,2,12324
IndiGo,2019-04-12,Kolkata,Banglore,15:15:00,17:45:00,150,0,4174
IndiGo,2019-04-06,Banglore,Delhi,18:55:00,21:50:00,175,0,4823
Air India,2019-03-27,Delhi,Cochin,07:00:00,19:15:00,735,1,6377
Jet Airways,2019-05-27,Delhi,Cochin,07:05:00,12:35:00,330,1,16289
IndiGo,2019-06-24,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,4049
SpiceJet,2019-06-09,Banglore,Delhi,21:10:00,00:05:00,175,0,3919
Vistara,2019-05-27,Delhi,Cochin,06:00:00,09:10:00,190,0,6216
Air India,2019-06-06,Delhi,Cochin,06:05:00,09:25:00,1640,1,7952
Air India,2019-03-21,Delhi,Cochin,09:45:00,09:25:00,1420,1,7532
IndiGo,2019-05-01,Kolkata,Banglore,22:15:00,00:50:00,155,0,4804
IndiGo,2019-03-06,Delhi,Cochin,09:10:00,01:35:00,985,1,14871
Multiple carriers,2019-05-18,Delhi,Cochin,08:45:00,21:00:00,735,1,7670
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,12:00:00,1315,1,14388
Air India,2019-03-03,Delhi,Cochin,19:45:00,19:15:00,1410,2,12646
Jet Airways,2019-06-01,Delhi,Cochin,17:30:00,04:25:00,655,1,14714
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,10:05:00,1200,1,14388
Jet Airways,2019-06-12,Delhi,Cochin,19:30:00,12:35:00,1025,2,13014
Air India,2019-06-06,Kolkata,Banglore,12:00:00,11:10:00,1390,2,9416
Multiple carriers,2019-06-01,Delhi,Cochin,09:45:00,16:10:00,385,1,9646
Multiple carriers,2019-05-15,Delhi,Cochin,09:00:00,21:00:00,720,1,8073
SpiceJet,2019-05-09,Kolkata,Banglore,15:05:00,20:20:00,315,1,4963
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,19:50:00,345,1,14571
Jet Airways,2019-05-15,Banglore,Delhi,11:10:00,14:05:00,175,0,7229
Air India,2019-03-03,Delhi,Cochin,08:00:00,19:15:00,675,1,15197
Jet Airways,2019-03-27,Delhi,Cochin,19:45:00,04:25:00,520,1,12242
Jet Airways,2019-04-03,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,2228
SpiceJet,2019-06-21,Chennai,Kolkata,17:45:00,20:05:00,140,0,3597
Jet Airways,2019-03-27,Delhi,Cochin,19:45:00,04:25:00,520,1,6540
IndiGo,2019-04-24,Delhi,Cochin,17:05:00,22:15:00,310,1,5912
SpiceJet,2019-04-06,Kolkata,Banglore,22:20:00,00:40:00,140,0,3841
Multiple carriers,2019-03-27,Delhi,Cochin,15:15:00,01:35:00,620,1,6427
Jet Airways,2019-05-21,Kolkata,Banglore,17:00:00,14:25:00,1285,1,9314
IndiGo,2019-05-18,Delhi,Cochin,06:50:00,12:10:00,320,1,6347
IndiGo,2019-06-09,Chennai,Kolkata,14:45:00,17:05:00,140,0,3597
Air India,2019-05-24,Delhi,Cochin,14:10:00,17:10:00,180,0,6934
Multiple carriers,2019-06-01,Delhi,Cochin,16:00:00,01:30:00,570,1,13377
Multiple carriers,2019-05-21,Delhi,Cochin,15:05:00,01:30:00,625,2,16655
Multiple carriers,2019-05-18,Delhi,Cochin,03:50:00,12:35:00,525,1,10197
Jet Airways,2019-03-12,Banglore,Delhi,18:55:00,11:25:00,990,1,11087
Jet Airways,2019-06-09,Delhi,Cochin,09:00:00,04:25:00,1165,1,10262
Air Asia,2019-05-15,Delhi,Cochin,16:45:00,07:10:00,865,1,6752
Air India,2019-05-15,Delhi,Cochin,07:05:00,09:25:00,1580,2,10975
Air Asia,2019-05-15,Banglore,Delhi,11:10:00,13:55:00,165,0,3383
Multiple carriers,2019-03-03,Delhi,Cochin,04:00:00,13:20:00,560,1,14973
IndiGo,2019-03-27,Delhi,Cochin,16:00:00,01:35:00,575,1,7048
IndiGo,2019-06-01,Delhi,Cochin,11:25:00,01:30:00,845,1,6206
SpiceJet,2019-04-27,Banglore,Delhi,05:55:00,08:35:00,160,0,4319
IndiGo,2019-05-27,Banglore,Delhi,20:00:00,22:50:00,170,0,4823
Air India,2019-03-21,Delhi,Cochin,16:40:00,19:15:00,1595,2,8236
IndiGo,2019-05-01,Mumbai,Hyderabad,06:25:00,07:55:00,90,0,4392
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,22:35:00,850,1,7064
Multiple carriers,2019-06-12,Delhi,Cochin,07:05:00,19:15:00,730,1,11667
SpiceJet,2019-05-21,Kolkata,Banglore,06:55:00,09:30:00,155,0,3873
Jet Airways,2019-05-09,Kolkata,Banglore,20:00:00,18:15:00,1335,1,7757
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,04:45:00,1335,1,13759
Multiple carriers,2019-05-27,Delhi,Cochin,10:00:00,01:30:00,930,1,8925
Air India,2019-05-24,Kolkata,Banglore,09:50:00,08:55:00,1385,2,15170
SpiceJet,2019-06-24,Kolkata,Banglore,06:55:00,09:30:00,155,0,3841
Vistara,2019-04-21,Delhi,Cochin,14:40:00,17:50:00,190,0,6741
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,19:45:00,1475,2,6643
GoAir,2019-05-03,Banglore,Delhi,20:55:00,23:40:00,165,0,4239
Air India,2019-05-12,Kolkata,Banglore,16:45:00,21:05:00,1700,1,7662
Multiple carriers,2019-03-06,Delhi,Cochin,08:00:00,15:30:00,450,1,17267
Jet Airways,2019-06-24,Delhi,Cochin,14:00:00,19:00:00,300,1,10262
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,07:25:00,1495,2,10118
Jet Airways,2019-06-18,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,3210
IndiGo,2019-06-15,Delhi,Cochin,07:15:00,12:30:00,315,1,6582
Multiple carriers,2019-06-03,Delhi,Cochin,07:05:00,16:10:00,545,1,10696
IndiGo,2019-06-01,Delhi,Cochin,06:50:00,16:10:00,560,1,6442
Jet Airways,2019-03-06,Delhi,Cochin,18:15:00,04:25:00,610,1,17024
SpiceJet,2019-03-18,Chennai,Kolkata,08:20:00,10:35:00,135,0,3859
IndiGo,2019-03-15,Banglore,Delhi,16:55:00,19:45:00,170,0,8033
Jet Airways,2019-03-09,Banglore,Delhi,08:55:00,09:30:00,1475,1,11087
Air India,2019-05-01,Kolkata,Banglore,09:25:00,13:45:00,1700,2,15532
IndiGo,2019-06-03,Delhi,Cochin,10:35:00,01:30:00,895,1,5883
IndiGo,2019-03-03,Delhi,Cochin,07:20:00,12:30:00,310,1,12214
Multiple carriers,2019-06-06,Delhi,Cochin,08:45:00,19:00:00,615,1,12524
Jet Airways,2019-06-27,Delhi,Cochin,05:30:00,19:00:00,810,2,13292
Air Asia,2019-05-21,Delhi,Cochin,07:55:00,22:30:00,875,1,6152
Jet Airways,2019-06-09,Delhi,Cochin,15:00:00,12:35:00,1295,1,10262
IndiGo,2019-03-01,Kolkata,Banglore,20:25:00,23:05:00,160,0,4778
Multiple carriers,2019-05-24,Delhi,Cochin,19:00:00,01:30:00,390,1,8283
Jet Airways,2019-06-12,Delhi,Cochin,22:50:00,12:35:00,825,1,10262
IndiGo,2019-03-09,Delhi,Cochin,16:00:00,21:00:00,300,1,7725
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,20:45:00,1695,1,10844
Air India,2019-05-06,Kolkata,Banglore,10:00:00,01:20:00,920,2,13873
IndiGo,2019-05-24,Kolkata,Banglore,08:10:00,13:00:00,290,1,5069
SpiceJet,2019-05-09,Kolkata,Banglore,09:00:00,11:25:00,145,0,3841
Air India,2019-04-01,Kolkata,Banglore,12:00:00,21:50:00,590,2,9258
IndiGo,2019-04-12,Kolkata,Banglore,14:25:00,16:55:00,150,0,5224
IndiGo,2019-05-06,Kolkata,Banglore,15:15:00,17:45:00,150,0,4804
Vistara,2019-06-21,Delhi,Cochin,14:40:00,17:50:00,190,0,6216
IndiGo,2019-03-21,Banglore,Delhi,07:30:00,12:20:00,290,1,5694
IndiGo,2019-06-15,Delhi,Cochin,16:00:00,21:00:00,300,1,6069
Jet Airways,2019-04-01,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,8040
Air India,2019-05-15,Delhi,Cochin,12:00:00,07:40:00,1180,2,10651
Jet Airways,2019-05-24,Kolkata,Banglore,17:00:00,22:05:00,1745,1,13067
Jet Airways,2019-06-15,Delhi,Cochin,10:00:00,04:25:00,1105,1,10262
Air India,2019-06-24,Delhi,Cochin,10:55:00,19:15:00,500,2,11753
Air India,2019-06-12,Delhi,Cochin,12:00:00,19:15:00,435,2,8603
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,09:20:00,730,1,14571
Multiple carriers,2019-05-21,Delhi,Cochin,08:45:00,19:15:00,630,1,8266
GoAir,2019-06-12,Delhi,Cochin,07:25:00,13:35:00,370,1,5842
IndiGo,2019-05-09,Delhi,Cochin,02:00:00,07:25:00,325,1,6582
Vistara,2019-05-27,Banglore,Delhi,09:45:00,12:35:00,170,0,4668
Jet Airways,2019-06-15,Delhi,Cochin,22:50:00,12:35:00,825,1,10262
SpiceJet,2019-04-12,Kolkata,Banglore,22:20:00,00:40:00,140,0,3873
IndiGo,2019-05-15,Chennai,Kolkata,11:35:00,14:00:00,145,0,4332
Multiple carriers,2019-05-09,Delhi,Cochin,12:50:00,01:30:00,760,1,34273
IndiGo,2019-03-06,Delhi,Cochin,09:10:00,21:00:00,710,1,14871
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,22:35:00,1525,1,10844
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,08:15:00,735,1,10844
SpiceJet,2019-04-09,Delhi,Cochin,06:05:00,11:20:00,315,1,5351
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,20:50:00,860,2,10118
Air India,2019-06-15,Delhi,Cochin,13:20:00,07:40:00,1100,2,12121
Jet Airways,2019-03-12,Mumbai,Hyderabad,08:15:00,16:35:00,500,2,23843
IndiGo,2019-05-12,Banglore,Delhi,01:30:00,04:15:00,165,0,3943
IndiGo,2019-06-09,Banglore,Delhi,18:55:00,21:50:00,175,0,4823
Air India,2019-06-01,Delhi,Cochin,07:00:00,19:15:00,735,1,9929
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,23:35:00,395,1,13994
Vistara,2019-03-06,Mumbai,Hyderabad,21:55:00,16:45:00,1130,1,12395
Multiple carriers,2019-03-21,Delhi,Cochin,07:05:00,21:20:00,855,2,6653
Air India,2019-05-21,Kolkata,Banglore,14:35:00,14:35:00,1440,1,6528
Multiple carriers,2019-06-06,Delhi,Cochin,08:00:00,19:00:00,660,1,12192
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,09:45:00,800,1,12692
Air India,2019-05-21,Kolkata,Banglore,12:00:00,18:30:00,1830,2,10151
Jet Airways,2019-03-21,Banglore,Delhi,20:35:00,07:40:00,665,1,7832
Air Asia,2019-06-21,Banglore,Delhi,11:10:00,13:55:00,165,0,3383
SpiceJet,2019-03-24,Mumbai,Hyderabad,05:45:00,07:05:00,80,0,2175
SpiceJet,2019-04-18,Kolkata,Banglore,09:00:00,11:25:00,145,0,4174
IndiGo,2019-03-01,Banglore,Delhi,16:55:00,19:45:00,170,0,12649
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,19:10:00,575,1,13067
Jet Airways,2019-03-21,Delhi,Cochin,05:30:00,04:25:00,1375,2,12647
Jet Airways,2019-03-15,Mumbai,Hyderabad,15:50:00,17:20:00,90,0,2470
Air India,2019-03-09,Banglore,Delhi,21:10:00,23:55:00,165,0,7591
Jet Airways,2019-06-27,Delhi,Cochin,09:35:00,12:35:00,1620,2,13292
Jet Airways,2019-04-21,Banglore,Delhi,18:55:00,22:00:00,185,0,4544
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,08:15:00,735,1,12681
IndiGo,2019-05-15,Delhi,Cochin,05:10:00,10:05:00,295,1,6496
IndiGo,2019-03-01,Chennai,Kolkata,13:20:00,15:35:00,135,0,7295
Air India,2019-03-21,Banglore,Delhi,11:50:00,23:55:00,725,1,5092
Multiple carriers,2019-05-18,Delhi,Cochin,09:00:00,19:00:00,600,1,10197
SpiceJet,2019-03-09,Kolkata,Banglore,06:55:00,09:35:00,160,0,4622
Air India,2019-03-06,Delhi,Cochin,13:05:00,09:25:00,1220,2,12865
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,08:15:00,1090,1,8586
Air India,2019-05-15,Kolkata,Banglore,20:45:00,23:20:00,155,0,4145
IndiGo,2019-05-27,Delhi,Cochin,20:25:00,01:30:00,305,1,5054
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,19:50:00,1430,1,7064
Air India,2019-06-06,Kolkata,Banglore,14:35:00,14:35:00,1440,1,6528
Air India,2019-03-03,Banglore,Delhi,10:00:00,12:45:00,165,0,8588
Jet Airways,2019-03-21,Delhi,Cochin,20:50:00,04:25:00,455,1,9212
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,23:35:00,570,1,10844
IndiGo,2019-03-24,Banglore,Delhi,23:30:00,02:20:00,170,0,5694
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,18:15:00,1400,1,12681
Jet Airways,2019-06-27,Banglore,Delhi,17:45:00,20:45:00,180,0,7229
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,12:00:00,960,1,13044
Jet Airways,2019-03-27,Delhi,Cochin,19:15:00,19:45:00,1470,1,5963
Air Asia,2019-05-18,Kolkata,Banglore,10:20:00,12:55:00,155,0,5645
Multiple carriers,2019-06-06,Delhi,Cochin,11:30:00,21:00:00,570,1,13587
Jet Airways,2019-03-06,Banglore,Delhi,05:45:00,12:25:00,400,1,22270
Vistara,2019-04-01,Banglore,Delhi,07:00:00,09:40:00,160,0,5403
Vistara,2019-06-03,Chennai,Kolkata,17:45:00,20:05:00,140,0,11982
Jet Airways,2019-05-27,Delhi,Cochin,18:15:00,19:00:00,1485,1,16079
Air Asia,2019-05-12,Banglore,Delhi,23:55:00,02:45:00,170,0,4483
IndiGo,2019-06-27,Chennai,Kolkata,14:45:00,17:05:00,140,0,3597
Jet Airways,2019-03-21,Banglore,Delhi,08:00:00,07:40:00,1420,1,7832
Jet Airways,2019-03-12,Banglore,Delhi,05:50:00,12:20:00,390,1,11297
Air India,2019-04-01,Kolkata,Banglore,19:00:00,04:40:00,580,1,4227
Multiple carriers,2019-05-21,Delhi,Cochin,18:15:00,01:30:00,435,1,14067
Jet Airways,2019-03-12,Banglore,Delhi,16:55:00,23:00:00,365,1,11087
IndiGo,2019-05-15,Delhi,Cochin,02:00:00,07:45:00,345,1,6037
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,19:10:00,1570,1,12692
Multiple carriers,2019-05-24,Delhi,Cochin,07:30:00,19:00:00,690,1,10529
Air India,2019-03-06,Mumbai,Hyderabad,06:00:00,09:10:00,1630,2,13169
Jet Airways,2019-06-15,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,3210
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,19:10:00,575,1,13067
Jet Airways,2019-06-06,Kolkata,Banglore,08:25:00,18:15:00,590,1,10844
Jet Airways,2019-06-01,Banglore,Delhi,11:10:00,14:05:00,175,0,7229
GoAir,2019-05-01,Banglore,Delhi,11:40:00,14:30:00,170,0,4340
Jet Airways,2019-06-15,Delhi,Cochin,22:50:00,19:00:00,1210,1,10262
Air Asia,2019-05-27,Delhi,Cochin,16:45:00,06:35:00,830,1,6752
Jet Airways,2019-06-24,Delhi,Cochin,05:30:00,19:00:00,810,2,13292
IndiGo,2019-06-01,Delhi,Cochin,04:55:00,21:00:00,965,1,6314
Air India,2019-04-21,Banglore,Delhi,17:00:00,19:45:00,165,0,5438
Jet Airways,2019-06-09,Delhi,Cochin,13:00:00,19:00:00,360,1,14714
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,18:15:00,705,1,7064
Air India,2019-06-06,Delhi,Cochin,13:15:00,09:25:00,1210,2,10939
IndiGo,2019-06-18,Delhi,Cochin,14:20:00,17:35:00,195,0,5000
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,09:15:00,810,1,11134
Multiple carriers,2019-06-09,Delhi,Cochin,07:05:00,22:30:00,925,1,9646
Jet Airways,2019-05-18,Delhi,Cochin,19:30:00,04:25:00,535,2,13029
IndiGo,2019-06-03,Delhi,Cochin,07:35:00,16:10:00,515,1,7514
Jet Airways,2019-03-06,Delhi,Cochin,17:55:00,04:25:00,2070,2,17072
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,23:35:00,425,1,14571
Jet Airways,2019-06-21,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,5678
Jet Airways,2019-05-18,Kolkata,Banglore,17:00:00,23:35:00,395,1,14151
IndiGo,2019-05-06,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,4049
Air India,2019-06-12,Kolkata,Banglore,09:25:00,18:30:00,545,1,8366
IndiGo,2019-03-27,Delhi,Cochin,15:00:00,01:35:00,635,1,8075
Vistara,2019-06-15,Delhi,Cochin,14:40:00,17:50:00,190,0,6216
Jet Airways,2019-05-24,Banglore,Delhi,08:20:00,11:20:00,180,0,4030
Multiple carriers,2019-06-15,Delhi,Cochin,04:55:00,19:00:00,845,1,10678
Air India,2019-03-09,Delhi,Cochin,20:15:00,19:15:00,1380,2,19681
Jet Airways,2019-06-12,Delhi,Cochin,11:30:00,04:25:00,1015,1,10262
Jet Airways,2019-06-01,Delhi,Cochin,14:35:00,04:25:00,830,2,13376
IndiGo,2019-03-27,Chennai,Kolkata,11:35:00,14:00:00,145,0,3858
Jet Airways,2019-05-18,Delhi,Cochin,07:05:00,19:00:00,715,1,12373
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,19:50:00,685,1,13626
Jet Airways,2019-05-27,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,4995
SpiceJet,2019-05-21,Chennai,Kolkata,08:20:00,10:35:00,135,0,3543
Jet Airways,2019-06-27,Delhi,Cochin,09:40:00,12:35:00,1615,2,11118
Jet Airways,2019-06-21,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,4995
Multiple carriers,2019-03-21,Delhi,Cochin,02:15:00,13:20:00,665,1,13961
SpiceJet,2019-03-09,Delhi,Cochin,06:10:00,11:20:00,310,1,8382
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,19:50:00,1495,1,14571
IndiGo,2019-05-09,Delhi,Cochin,17:10:00,01:30:00,500,1,8330
IndiGo,2019-05-06,Kolkata,Banglore,18:05:00,23:30:00,325,1,6218
Jet Airways,2019-03-06,Delhi,Cochin,11:30:00,18:50:00,440,1,17024
IndiGo,2019-03-01,Kolkata,Banglore,21:25:00,00:05:00,160,0,4778
Vistara,2019-05-01,Kolkata,Banglore,17:00:00,20:20:00,1640,1,8610
Multiple carriers,2019-06-03,Delhi,Cochin,07:10:00,22:30:00,920,1,7878
IndiGo,2019-05-27,Banglore,Delhi,04:00:00,06:50:00,170,0,3943
Air Asia,2019-06-06,Kolkata,Banglore,19:55:00,22:25:00,150,0,4508
Air India,2019-03-06,Banglore,Delhi,11:50:00,08:55:00,1265,1,14594
Jet Airways,2019-05-06,Delhi,Cochin,22:50:00,12:35:00,825,1,15554
SpiceJet,2019-03-15,Banglore,Delhi,05:45:00,08:35:00,170,0,5469
Jet Airways,2019-03-24,Mumbai,Hyderabad,07:10:00,08:35:00,85,0,2470
IndiGo,2019-05-18,Kolkata,Banglore,20:20:00,22:55:00,155,0,4804
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,14:25:00,1080,1,11467
Jet Airways,2019-06-15,Delhi,Cochin,19:45:00,19:00:00,1395,1,10262
Multiple carriers,2019-06-15,Delhi,Cochin,11:30:00,19:15:00,465,1,16108
Jet Airways,2019-05-21,Banglore,Delhi,18:55:00,22:00:00,185,0,4030
Jet Airways,2019-06-27,Banglore,Delhi,17:45:00,20:45:00,180,0,8016
IndiGo,2019-04-21,Banglore,Delhi,18:55:00,21:50:00,175,0,4823
Multiple carriers,2019-05-18,Delhi,Cochin,04:55:00,12:35:00,460,1,8882
Air Asia,2019-04-12,Banglore,Delhi,23:55:00,02:45:00,170,0,7080
Air India,2019-05-15,Delhi,Cochin,09:45:00,09:25:00,1420,2,10975
IndiGo,2019-03-21,Delhi,Cochin,04:55:00,12:00:00,425,1,6287
Vistara,2019-04-01,Kolkata,Banglore,20:20:00,18:50:00,1350,1,7927
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,19:10:00,575,1,13067
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,10:05:00,1210,1,14231
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,19:50:00,800,1,12681
Jet Airways,2019-05-24,Delhi,Cochin,23:05:00,04:25:00,1760,2,15129
Jet Airways,2019-06-12,Kolkata,Banglore,20:25:00,09:45:00,800,1,12692
Jet Airways,2019-06-27,Delhi,Cochin,12:15:00,12:35:00,1460,2,14300
Air India,2019-05-06,Kolkata,Banglore,09:25:00,05:25:00,1200,2,17732
Jet Airways,2019-03-12,Banglore,Delhi,18:55:00,10:25:00,930,1,11087
Multiple carriers,2019-03-03,Delhi,Cochin,10:00:00,21:00:00,660,1,16863
Jet Airways,2019-03-09,Delhi,Cochin,02:15:00,04:25:00,1570,1,11848
Jet Airways,2019-06-15,Delhi,Cochin,18:25:00,04:25:00,600,2,14237
Air India,2019-06-06,Kolkata,Banglore,14:30:00,12:30:00,1320,2,15894
Air India,2019-03-03,Delhi,Cochin,20:00:00,19:15:00,1395,2,17266
Air India,2019-03-21,Mumbai,Hyderabad,13:55:00,15:25:00,90,0,3100
Vistara,2019-03-24,Kolkata,Banglore,09:55:00,20:25:00,630,1,12312
IndiGo,2019-06-06,Delhi,Cochin,07:35:00,16:10:00,515,1,6674
IndiGo,2019-05-27,Delhi,Cochin,06:50:00,12:10:00,320,1,5530
Air Asia,2019-04-01,Kolkata,Banglore,07:35:00,19:25:00,710,1,5192
Air India,2019-05-06,Chennai,Kolkata,11:40:00,13:55:00,135,0,4667
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,22:05:00,750,1,13994
Jet Airways,2019-06-15,Delhi,Cochin,10:00:00,19:00:00,540,1,14714
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,16:20:00,590,1,14781
Jet Airways,2019-06-27,Banglore,Delhi,11:10:00,14:05:00,175,0,8016
Air India,2019-04-06,Delhi,Cochin,17:20:00,09:25:00,965,1,4697
Jet Airways,2019-06-15,Delhi,Cochin,11:45:00,12:35:00,1490,2,13882
IndiGo,2019-05-03,Banglore,Delhi,04:00:00,06:50:00,170,0,3943
Air India,2019-06-09,Kolkata,Banglore,12:00:00,07:55:00,1195,2,10151
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,12:00:00,1145,1,11134
SpiceJet,2019-05-15,Kolkata,Banglore,06:55:00,09:30:00,155,0,3873
Jet Airways,2019-03-06,Delhi,Cochin,13:00:00,04:25:00,925,1,15764
SpiceJet,2019-03-24,Kolkata,Banglore,11:35:00,18:50:00,435,1,9923
IndiGo,2019-04-21,Delhi,Cochin,05:35:00,08:50:00,195,0,6015
Jet Airways,2019-05-01,Kolkata,Banglore,16:30:00,22:35:00,365,1,10844
IndiGo,2019-06-01,Kolkata,Banglore,17:15:00,19:50:00,155,0,5224
Air Asia,2019-05-12,Kolkata,Banglore,06:50:00,10:30:00,220,1,5162
IndiGo,2019-03-18,Mumbai,Hyderabad,12:00:00,13:25:00,85,0,2754
